sample,haplotype,aws_fasta,gcp_fasta,fasta_sha256,Accession,familyID,Subpopulation,Superpopulation,Production Year,ASat-annotation-file,CAT_genes_chm13_annotation_file,CAT_genes_hg38_annotation_file,DNA_BRNN_annotation_file,Flagger_annotation_file,HSat_annotation_file,Repeat_masker_annotation_file,Seg_Dups_annotation_file,TRF_annotation_file,num_contigs,total_len,N50,L50,full_sgl,full_dup,frag,switch_err_rate,hamming_err_rate,qv
HG01106,paternal,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/HG01106.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/HG01106.paternal.f1_assembly_v2_genbank.fa.gz,7c46227b41d8385d07e9d024515b9cc1f09df7fc1e1fae645d104879177451c6,SAMN17861658,PR25,PUR,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01106-paternal.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01106.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01106.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01106.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01106.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01106.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01106.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01106.pat.trf.bed.gz,284.0,2927007346.0,57173280.0,17.0,34735.0,136.0,8.0,0.35%,0.32%,53.751
HG01109,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.maternal.f1_assembly_v2_genbank.fa.gz,0aa368ac4d5dbe028f6fda70685193ea5ac80b7c890ff4b4d4f103eb68d5deaf,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01109-maternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01109.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01109.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01109.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01109.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01109.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01109.mat.trf.bed.gz,399.0,3035677523.0,32308382.0,32.0,34587.0,143.0,16.0,0.76%,1.55%,51.365
HG01109,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/HG01109.paternal.f1_assembly_v2_genbank.fa.gz,86486001fe72e08e3006a984037b6b231bc38288f58dd9561dad3d41c7c96684,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01109-paternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01109.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01109.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01109.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01109.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01109.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01109.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01109.pat.trf.bed.gz,473.0,2921876128.0,30220240.0,30.0,34672.0,141.0,16.0,0.29%,0.42%,51.575
HG01123,maternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.maternal.f1_assembly_v2_genbank.fa.gz,7b2144e0c1a08d5fbe179f8668fada2242bead7cfd12d0b66a1e45996cc15af8,SAMN17861232,CLM02,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01123-maternal.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01123.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01123.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01123.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01123.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01123.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01123.mat.trf.bed.gz,340.0,3012822948.0,54362305.0,19.0,34700.0,141.0,7.0,0.54%,0.60%,Not_Calc
HG01123,paternal,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/HG01123.paternal.f1_assembly_v2_genbank.fa.gz,f514554f1998854e91c528da29b18fc730932805853ede31837631e87b409a89,SAMN17861232,CLM02,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01123-paternal.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01123.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01123.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01123.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01123.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01123.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01123.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01123.pat.trf.bed.gz,436.0,3014197469.0,44719827.0,20.0,34672.0,133.0,9.0,0.98%,0.98%,Not_Calc
HG01175,maternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.maternal.f1_assembly_v2_genbank.fa.gz,4023f8a4eac5fd0705d54278b674a7b3ddadbaec391e8fedd403aeb691f8a703,SAMN17861659,PR36,PUR,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01175-maternal.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01175.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01175.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01175.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01175.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01175.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01175.mat.trf.bed.gz,315.0,3030735652.0,36535860.0,24.0,34672.0,110.0,14.0,0.85%,0.71%,51.33
HG01175,paternal,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/HG01175.paternal.f1_assembly_v2_genbank.fa.gz,0e7aab966b1c54f094d3d6a91db741ac230840fe87a987322f372f0dcb7f2977,SAMN17861659,PR36,PUR,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01175-paternal.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01175.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01175.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01175.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01175.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01175.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01175.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01175.pat.trf.bed.gz,365.0,3030026811.0,34803293.0,30.0,34709.0,123.0,10.0,1.01%,0.82%,51.462
HG01243,maternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.maternal.f1_assembly_v2_genbank.fa.gz,8052aba721d0d48d65ecaae0abdd1fa4584a85cdde414eb3b4f040afec95c3e4,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01243-maternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01243.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01243.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01243.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01243.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01243.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01243.mat.trf.bed.gz,345.0,3028987351.0,31384221.0,29.0,34599.0,157.0,18.0,0.62%,1.09%,52.522
HG01243,paternal,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/HG01243.paternal.f1_assembly_v2_genbank.fa.gz,027f37f22639891d94363b810eb3e07614b9a40672c0096370171108110dcadc,,,,,,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01243-paternal.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01243.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01243.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01243.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01243.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01243.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01243.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01243.pat.trf.bed.gz,436.0,2908728425.0,29118474.0,31.0,34527.0,152.0,13.0,0.47%,0.83%,53.014
HG01258,maternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.maternal.f1_assembly_v2_genbank.fa.gz,97e8ece8b4a108be376025747d377f003270dadebcc84e4116d322a72618769a,SAMN17861233,CLM16,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01258-maternal.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01258.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01258.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01258.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01258.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01258.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01258.mat.trf.bed.gz,346.0,3032420282.0,56644858.0,17.0,34631.0,198.0,14.0,0.89%,0.83%,52.199
HG01258,paternal,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/HG01258.paternal.f1_assembly_v2_genbank.fa.gz,e7697b1b7c2a4188f76d827611caa3a1b55b499d7c8bfab69c091a07a30e0c2c,SAMN17861233,CLM16,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01258-paternal.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01258.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01258.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01258.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01258.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01258.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01258.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01258.pat.trf.bed.gz,324.0,2915178237.0,49858426.0,19.0,34662.0,131.0,16.0,0.34%,0.31%,52.891
HG01358,maternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.maternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.maternal.f1_assembly_v2_genbank.fa.gz,3ab91edde9c57f2d0a9238b161122cdaeb48bb87030abe7d33ac9803a7203ac1,SAMN17861234,CLM31,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01358-maternal.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.2.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.2.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01358.maternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01358.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01358.maternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01358.maternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01358.maternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01358.mat.trf.bed.gz,334.0,3029587694.0,48753445.0,18.0,34711.0,125.0,9.0,1.11%,1.17%,53.743
HG01358,paternal,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.paternal.f1_assembly_v2_genbank.fa.gz,gs://fc-4310e737-a388-4a10-8c9e-babe06aaf0cf/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/HG01358.paternal.f1_assembly_v2_genbank.fa.gz,b4ebe059741876e76ea43633a499e6dafb06d8876cb5f496ddd60f83e905e3d0,SAMN17861234,CLM31,CLM,AMR,YR1,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/asat/AS-HOR+SF-vs-HG01358-paternal.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.1.chm13.gff3.gz,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG01358.1.hg38.gff3.gz,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/dna_brnn/HG01358.paternal.f1_assembly_v2_genbank.dna_brnn.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01358.hifi.flagger_final.simplified.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/hsat/HG01358.paternal.f1_assembly_v2_genbank.HSat2and3_Regions.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/repeat_masker/HG01358.paternal.f1_assembly_v2_genbank_rm.bed,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/seg_dups/HG01358.paternal.sedef.bedpe,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/trf/HG01358.pat.trf.bed.gz,441.0,2932540871.0,52440137.0,19.0,34607.0,215.0,13.0,0.34%,1.03%,54.342
