sample_id,haplotype,location,annotation_type,release,assembly_name,file_size
HG02630,2,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02630.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95575203
HG02717,1,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,92741801
HG02717,2,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02717.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95632123
HG02723,1,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95594963
HG02723,2,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02723.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95492017
HG02818,1,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95483858
HG02818,2,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02818.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95387699
HG02886,1,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95672752
HG02886,2,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG02886.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95560058
HG03098,1,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03098.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,92550829
HG03098,2,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03098.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95440995
HG03453,1,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03453.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95522165
HG03453,2,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03453.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95392479
HG03486,1,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03486.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95548419
HG03486,2,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03486.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95454370
HG03492,1,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03492.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,92703616
HG03492,2,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03492.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95480949
HG03516,1,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03516.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95692176
HG03516,2,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03516.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95740020
HG03540,1,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03540.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95501769
HG03540,2,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03540.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95544661
HG03579,1,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03579.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,92807813
HG03579,2,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/HG03579.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95616227
NA18906,1,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA18906.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95705710
NA18906,2,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA18906.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95540247
NA20129,1,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA20129.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95463435
NA20129,2,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA20129.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95488772
NA21309,1,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA21309.1.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95554248
NA21309,2,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/cat_genes/NA21309.2.hg38.gff3.gz,CAT_genes_hg38,1,N/A,95467723
HG002,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG002.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,1256243
HG00438,N/A,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00438.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,614150
HG005,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG005.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,611222
HG00621,N/A,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00621.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,561863
HG00673,N/A,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00673.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,834488
HG00733,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00733.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,988512
HG00735,N/A,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00735.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,592937
HG00741,N/A,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00741.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,628409
HG01071,N/A,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01071.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,755242
HG01106,N/A,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01106.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,560128
HG01109,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01109.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,1247622
HG01123,N/A,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01123.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,623563
HG01175,N/A,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01175.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,570629
HG01243,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01243.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,710729
HG01258,N/A,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01258.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,798931
HG01358,N/A,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01358.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,761627
HG01361,N/A,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01361.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,632811
HG01891,N/A,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01891.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,733028
HG01928,N/A,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01928.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,719540
HG01952,N/A,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01952.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,551409
HG01978,N/A,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01978.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,950514
HG02055,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02055.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,580196
HG02080,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02080.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,959565
HG02109,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02109.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,1012587
HG02145,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02145.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,954791
HG02148,N/A,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02148.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,734617
HG02257,N/A,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02257.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,623600
HG02486,N/A,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02486.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,641523
HG02559,N/A,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02559.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,583118
HG02572,N/A,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02572.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,1977525
HG02622,N/A,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02622.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,571371
HG02630,N/A,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02630.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,858441
HG02717,N/A,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02717.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,553052
HG02723,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02723.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,675301
HG02818,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02818.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,758178
HG02886,N/A,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02886.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,836297
HG03098,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03098.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,671236
HG03453,N/A,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03453.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,697099
HG03486,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03486.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,880379
HG03492,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03492.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,972432
HG03516,N/A,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03516.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,923190
HG03540,N/A,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03540.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,748851
HG03579,N/A,s3://human-pangenomics/working/HPRC/HG03579/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03579.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,680743
NA18906,N/A,s3://human-pangenomics/working/HPRC_PLUS/NA18906/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA18906.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,962580
NA19240,N/A,s3://human-pangenomics/working/HPRC_PLUS/NA19240/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA19240.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,814954
NA20129,N/A,s3://human-pangenomics/working/HPRC_PLUS/NA20129/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA20129.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,674873
NA21309,N/A,s3://human-pangenomics/working/HPRC_PLUS/NA21309/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/NA21309.hifi.flagger_final.simplified.unreliable_only.no_MT.bed,flagger_unreliable_only_no_MT_file_location,1,N/A,765569
HG002,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG002/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG002.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,1256367
HG00438,N/A,s3://human-pangenomics/working/HPRC/HG00438/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00438.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,614150
HG005,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG005/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG005.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,611496
HG00621,N/A,s3://human-pangenomics/working/HPRC/HG00621/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00621.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,561863
HG00673,N/A,s3://human-pangenomics/working/HPRC/HG00673/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00673.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,834624
HG00733,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG00733/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00733.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,988577
HG00735,N/A,s3://human-pangenomics/working/HPRC/HG00735/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00735.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,593001
HG00741,N/A,s3://human-pangenomics/working/HPRC/HG00741/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG00741.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,628544
HG01071,N/A,s3://human-pangenomics/working/HPRC/HG01071/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01071.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,755242
HG01106,N/A,s3://human-pangenomics/working/HPRC/HG01106/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01106.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,560265
HG01109,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG01109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01109.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,1247622
HG01123,N/A,s3://human-pangenomics/working/HPRC/HG01123/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01123.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,623628
HG01175,N/A,s3://human-pangenomics/working/HPRC/HG01175/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01175.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,570629
HG01243,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG01243/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01243.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,710729
HG01258,N/A,s3://human-pangenomics/working/HPRC/HG01258/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01258.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,798931
HG01358,N/A,s3://human-pangenomics/working/HPRC/HG01358/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01358.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,761692
HG01361,N/A,s3://human-pangenomics/working/HPRC/HG01361/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01361.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,632958
HG01891,N/A,s3://human-pangenomics/working/HPRC/HG01891/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01891.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,733089
HG01928,N/A,s3://human-pangenomics/working/HPRC/HG01928/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01928.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,719540
HG01952,N/A,s3://human-pangenomics/working/HPRC/HG01952/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01952.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,551473
HG01978,N/A,s3://human-pangenomics/working/HPRC/HG01978/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG01978.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,950578
HG02055,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02055/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02055.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,580196
HG02080,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02080/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02080.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,959629
HG02109,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02109/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02109.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,1012654
HG02145,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02145/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02145.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,954919
HG02148,N/A,s3://human-pangenomics/working/HPRC/HG02148/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02148.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,734681
HG02257,N/A,s3://human-pangenomics/working/HPRC/HG02257/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02257.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,623665
HG02486,N/A,s3://human-pangenomics/working/HPRC/HG02486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02486.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,641587
HG02559,N/A,s3://human-pangenomics/working/HPRC/HG02559/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02559.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,583118
HG02572,N/A,s3://human-pangenomics/working/HPRC/HG02572/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02572.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,1977600
HG02622,N/A,s3://human-pangenomics/working/HPRC/HG02622/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02622.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,571505
HG02630,N/A,s3://human-pangenomics/working/HPRC/HG02630/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02630.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,858506
HG02717,N/A,s3://human-pangenomics/working/HPRC/HG02717/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02717.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,553117
HG02723,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02723/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02723.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,675504
HG02818,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG02818/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02818.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,758243
HG02886,N/A,s3://human-pangenomics/working/HPRC/HG02886/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG02886.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,836361
HG03098,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03098/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03098.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,671299
HG03453,N/A,s3://human-pangenomics/working/HPRC/HG03453/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03453.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,697164
HG03486,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03486/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03486.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,880585
HG03492,N/A,s3://human-pangenomics/working/HPRC_PLUS/HG03492/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03492.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,972496
HG03516,N/A,s3://human-pangenomics/working/HPRC/HG03516/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03516.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,923466
HG03540,N/A,s3://human-pangenomics/working/HPRC/HG03540/assemblies/year1_f1_assembly_v2_genbank/annotation/flagger/HG03540.hifi.flagger_final.simplified.unreliable_only.bed,flagger_unreliable_only_file_location,1,N/A,748915
