accession,barcode,basecaller,basecaller_model,basecaller_version,bioproject_accession,biosample_accession,ccs_algorithm,coverage,coverage_over_100kb,deepconsensus_coverage,deepconsensus_filename,deepconsensus_path,family_id,filename,filetype,gender,generator_contact,generator_facility,instrument_model,iso_filename,library_source,library_strategy,lima_version,maternal_id,mm_tag,n50,other_comments,paternal_id,path,phasing,platform,platform_unit_1,platform_unit_2,pool,primrose_filename,production,relationship,sample_id,second_order,sequencing_chemistry,siblings,study,third_order,total_gbp,total_reads,whales,file_size
SRR30613598,N/A,,N/A,,PRJNA701308,SAMN26267390,N/A,9.89,N/A,N/A,N/A,N/A,N/A,HG04204-14ab-2_S10_L002_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04204/raw_data/hic/HG04204-14ab-2_S10_L002_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG04204,N/A,N/A,N/A,SRP305758,N/A,30.66,N/A,N/A,16567189006
SRR30613671,N/A,,N/A,,PRJNA701308,SAMN37706905,N/A,9.9,N/A,N/A,N/A,N/A,N/A,HG00706-30b-1_S7_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00706,N/A,N/A,N/A,SRP305758,N/A,30.68,N/A,N/A,16041635117
SRR30613671,N/A,,N/A,,PRJNA701308,SAMN37706905,N/A,9.9,N/A,N/A,N/A,N/A,N/A,HG00706-30b-1_S7_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00706,N/A,N/A,N/A,SRP305758,N/A,30.68,N/A,N/A,16244579958
SRR30310829,N/A,,N/A,,PRJNA701308,SAMN37797102,N/A,9.9,N/A,N/A,N/A,N/A,N/A,HG01960-1_S3_L001_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01960/raw_data/hic/HG01960-1_S3_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG01960,N/A,N/A,N/A,SRP305758,N/A,30.7,N/A,N/A,17717327831
SRR30310829,N/A,,N/A,,PRJNA701308,SAMN37797102,N/A,9.9,N/A,N/A,N/A,N/A,N/A,HG01960-1_S3_L001_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01960/raw_data/hic/HG01960-1_S3_L001_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG01960,N/A,N/A,N/A,SRP305758,N/A,30.7,N/A,N/A,18677572657
SRR30613851,N/A,,N/A,,PRJNA701308,SAMN26267390,N/A,9.91,N/A,N/A,N/A,N/A,N/A,HG04204-14ab-2_S10_L001_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04204/raw_data/hic/HG04204-14ab-2_S10_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG04204,N/A,N/A,N/A,SRP305758,N/A,30.73,N/A,N/A,15706851943
SRR30613851,N/A,,N/A,,PRJNA701308,SAMN26267390,N/A,9.91,N/A,N/A,N/A,N/A,N/A,HG04204-14ab-2_S10_L001_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04204/raw_data/hic/HG04204-14ab-2_S10_L001_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG04204,N/A,N/A,N/A,SRP305758,N/A,30.73,N/A,N/A,16699471882
SRR30613850,N/A,,N/A,,PRJNA701308,SAMN26267390,N/A,9.91,N/A,N/A,N/A,N/A,N/A,HG04204-14ab-2_S10_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04204/raw_data/hic/HG04204-14ab-2_S10_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG04204,N/A,N/A,N/A,SRP305758,N/A,30.73,N/A,N/A,15766137128
SRR30613850,N/A,,N/A,,PRJNA701308,SAMN26267390,N/A,9.91,N/A,N/A,N/A,N/A,N/A,HG04204-14ab-2_S10_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG04204/raw_data/hic/HG04204-14ab-2_S10_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG04204,N/A,N/A,N/A,SRP305758,N/A,30.72,N/A,N/A,16611821077
SRR30242468,N/A,,N/A,,PRJNA701308,SAMN33621953,N/A,9.96,N/A,N/A,N/A,N/A,N/A,HG02273-1_S17i_L001_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02273,N/A,N/A,N/A,SRP305758,N/A,30.88,N/A,N/A,16107582092
SRR30242468,N/A,,N/A,,PRJNA701308,SAMN33621953,N/A,9.96,N/A,N/A,N/A,N/A,N/A,HG02273-1_S17i_L001_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-1_S17i_L001_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02273,N/A,N/A,N/A,SRP305758,N/A,30.88,N/A,N/A,16736771250
SRR30613869,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,9.98,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L004_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,30.94,N/A,N/A,15939984227
SRR30613869,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,9.98,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L004_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L004_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,30.94,N/A,N/A,16416579919
SRR30310952,N/A,,N/A,,PRJNA701308,SAMN41021637,N/A,10.03,N/A,N/A,N/A,N/A,N/A,HG00126-2_FC2_S4_L004_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC2_S4_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00126,N/A,N/A,N/A,SRP305758,N/A,31.1,N/A,N/A,17720350182
SRR30310952,N/A,,N/A,,PRJNA701308,SAMN41021637,N/A,10.03,N/A,N/A,N/A,N/A,N/A,HG00126-2_FC2_S4_L004_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00126/raw_data/hic/HG00126-2_FC2_S4_L004_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00126,N/A,N/A,N/A,SRP305758,N/A,31.1,N/A,N/A,17970160916
SRR30242178,N/A,,N/A,,PRJNA701308,SAMN33621953,N/A,10.05,N/A,N/A,N/A,N/A,N/A,HG02273-2_S19i_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02273,N/A,N/A,N/A,SRP305758,N/A,31.16,N/A,N/A,15704578494
SRR30242178,N/A,,N/A,,PRJNA701308,SAMN33621953,N/A,10.05,N/A,N/A,N/A,N/A,N/A,HG02273-2_S19i_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02273/raw_data/hic/HG02273-2_S19i_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02273,N/A,N/A,N/A,SRP305758,N/A,31.16,N/A,N/A,17411113877
SRR30613874,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.07,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L004_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.23,N/A,N/A,16111739980
SRR30613874,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.07,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L004_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L004_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.23,N/A,N/A,16601954528
SRR30613586,N/A,,N/A,,PRJNA701308,SAMN37706905,N/A,10.1,N/A,N/A,N/A,N/A,N/A,HG00706-30b-1_S7_L002_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00706,N/A,N/A,N/A,SRP305758,N/A,31.3,N/A,N/A,16024967457
SRR30613586,N/A,,N/A,,PRJNA701308,SAMN37706905,N/A,10.1,N/A,N/A,N/A,N/A,N/A,HG00706-30b-1_S7_L002_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00706/raw_data/hic/HG00706-30b-1_S7_L002_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00706,N/A,N/A,N/A,SRP305758,N/A,31.29,N/A,N/A,16280425004
SRR30613801,N/A,,N/A,,PRJNA701308,SAMN26267380,N/A,10.12,N/A,N/A,N/A,N/A,N/A,HG02071-10a-2_S10_L004_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L004_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02071,N/A,N/A,N/A,SRP305758,N/A,31.39,N/A,N/A,16888545512
SRR30613801,N/A,,N/A,,PRJNA701308,SAMN26267380,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG02071-10a-2_S10_L004_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L004_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02071,N/A,N/A,N/A,SRP305758,N/A,31.39,N/A,N/A,17086654858
SRR30242402,N/A,,N/A,,PRJNA701308,SAMN33758788,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG02922-1_S18i_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02922,N/A,N/A,N/A,SRP305758,N/A,31.41,N/A,N/A,15461092498
SRR30242402,N/A,,N/A,,PRJNA701308,SAMN33758788,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG02922-1_S18i_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02922/raw_data/hic/HG02922-1_S18i_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02922,N/A,N/A,N/A,SRP305758,N/A,31.4,N/A,N/A,16511715170
SRR30613872,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L001_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.4,N/A,N/A,15925129486
SRR30613872,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L001_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L001_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.4,N/A,N/A,16702609636
SRR30613871,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L002_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.4,N/A,N/A,15930083927
SRR30613871,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.13,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L002_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L002_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.4,N/A,N/A,16607984538
SRR30613870,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.17,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.52,N/A,N/A,16054168670
SRR30613870,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.17,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-2_S4_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-2_S4_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.52,N/A,N/A,16687343916
SRR30613802,N/A,,N/A,,PRJNA701308,SAMN26267380,N/A,10.18,N/A,N/A,N/A,N/A,N/A,HG02071-10a-2_S10_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02071,N/A,N/A,N/A,SRP305758,N/A,31.55,N/A,N/A,17261039450
SRR30613802,N/A,,N/A,,PRJNA701308,SAMN26267380,N/A,10.18,N/A,N/A,N/A,N/A,N/A,HG02071-10a-2_S10_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG02071/raw_data/hic/HG02071-10a-2_S10_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG02071,N/A,N/A,N/A,SRP305758,N/A,31.54,N/A,N/A,17051365625
SRR30613756,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.21,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L002_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L002_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.67,N/A,N/A,16781067724
SRR30613662,N/A,,N/A,,PRJNA701308,SAMN26237494,N/A,10.22,N/A,N/A,N/A,N/A,N/A,HG01099-48d-2_S10_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG01099,N/A,N/A,N/A,SRP305758,N/A,31.69,N/A,N/A,16937251045
SRR30613662,N/A,,N/A,,PRJNA701308,SAMN26237494,N/A,10.22,N/A,N/A,N/A,N/A,N/A,HG01099-48d-2_S10_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG01099/raw_data/hic/HG01099-48d-2_S10_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG01099,N/A,N/A,N/A,SRP305758,N/A,31.69,N/A,N/A,19826499940
SRR30613756,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.22,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L002_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L002_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.67,N/A,N/A,16072378958
SRR30310954,N/A,,N/A,,PRJNA701308,SAMN41021636,N/A,10.25,N/A,N/A,N/A,N/A,N/A,HG00321-1_FC1_S11_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00321/raw_data/hic/HG00321-1_FC1_S11_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00321,N/A,N/A,N/A,SRP305758,N/A,31.77,N/A,N/A,16977892535
SRR30310954,N/A,,N/A,,PRJNA701308,SAMN41021636,N/A,10.25,N/A,N/A,N/A,N/A,N/A,HG00321-1_FC1_S11_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG00321/raw_data/hic/HG00321-1_FC1_S11_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG00321,N/A,N/A,N/A,SRP305758,N/A,31.77,N/A,N/A,18135325721
SRR30613757,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.25,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L001_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L001_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.78,N/A,N/A,16123762005
SRR30613757,N/A,,N/A,,PRJNA701308,SAMN37706908,N/A,10.25,N/A,N/A,N/A,N/A,N/A,HG03816-01ab-1_S3_L001_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03816/raw_data/hic/HG03816-01ab-1_S3_L001_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03816,N/A,N/A,N/A,SRP305758,N/A,31.78,N/A,N/A,16938718722
SRR30310809,N/A,,N/A,,PRJNA701308,SAMN41021631,N/A,10.26,N/A,N/A,N/A,N/A,N/A,HG03270-2_FC1_S2_L003_R1_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03270/raw_data/hic/HG03270-2_FC1_S2_L003_R1_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03270,N/A,N/A,N/A,SRP305758,N/A,31.81,N/A,N/A,17104758686
SRR30310809,N/A,,N/A,,PRJNA701308,SAMN41021631,N/A,10.26,N/A,N/A,N/A,N/A,N/A,HG03270-2_FC1_S2_L003_R2_001.fastq.gz,fastq,N/A,wseligma@ucsc.edu,University of California Santa Cruz,Illumina NovaSeq 6000,N/A,GENOMIC,Hi-C,N/A,N/A,N/A,N/A,N/A,N/A,s3://human-pangenomics/working/HPRC/HG03270/raw_data/hic/HG03270-2_FC1_S2_L003_R2_001.fastq.gz,N/A,ILLUMINA,N/A,N/A,N/A,N/A,HiC,N/A,HG03270,N/A,N/A,N/A,SRP305758,N/A,31.81,N/A,N/A,18130180002
